Date,Close,Volume
2024-01-10 00:00:00+05:30,7742.60009765625,13716
2024-01-11 00:00:00+05:30,7762.7998046875,21454
2024-01-12 00:00:00+05:30,8017.5,81483
2024-01-15 00:00:00+05:30,8050.2001953125,19399
2024-01-16 00:00:00+05:30,8055.7998046875,11281
2024-01-17 00:00:00+05:30,8027.9501953125,10559
2024-01-18 00:00:00+05:30,7934.2998046875,10471
2024-01-19 00:00:00+05:30,8170.39990234375,85589
2024-01-23 00:00:00+05:30,8157.60009765625,22641
2024-01-24 00:00:00+05:30,8196.4501953125,19911
2024-01-25 00:00:00+05:30,8186.85009765625,12971
2024-01-29 00:00:00+05:30,8182.25,10619
2024-01-30 00:00:00+05:30,8224.0,10708
2024-01-31 00:00:00+05:30,8253.7001953125,10382
2024-02-01 00:00:00+05:30,8262.900390625,18008
2024-02-02 00:00:00+05:30,8239.349609375,7343
2024-02-05 00:00:00+05:30,8239.9501953125,8011
2024-02-06 00:00:00+05:30,8220.2001953125,9203
2024-02-07 00:00:00+05:30,8252.400390625,7908
2024-02-08 00:00:00+05:30,8239.75,8048
2024-02-09 00:00:00+05:30,8039.2001953125,12274
2024-02-12 00:00:00+05:30,7661.39990234375,47858
2024-02-13 00:00:00+05:30,7535.25,11868
2024-02-14 00:00:00+05:30,7532.60009765625,13135
2024-02-15 00:00:00+05:30,7346.85009765625,39452
2024-02-16 00:00:00+05:30,7556.7998046875,19481
2024-02-19 00:00:00+05:30,7460.60009765625,8232
2024-02-20 00:00:00+05:30,7580.5,26108
2024-02-21 00:00:00+05:30,7482.7998046875,5259
2024-02-22 00:00:00+05:30,7433.85009765625,17994
2024-02-23 00:00:00+05:30,7449.75,26196
2024-02-26 00:00:00+05:30,7547.60009765625,14899
2024-02-27 00:00:00+05:30,7619.75,41192
2024-02-28 00:00:00+05:30,7658.75,10625
2024-02-29 00:00:00+05:30,7579.5,49775
2024-03-01 00:00:00+05:30,7596.5,10816
2024-03-04 00:00:00+05:30,7543.4501953125,10424
2024-03-05 00:00:00+05:30,7531.85009765625,25111
2024-03-06 00:00:00+05:30,7647.14990234375,15201
2024-03-07 00:00:00+05:30,7590.64990234375,23892
2024-03-11 00:00:00+05:30,7469.2001953125,16703
2024-03-12 00:00:00+05:30,7304.10009765625,15277
2024-03-13 00:00:00+05:30,7026.2998046875,19660
2024-03-14 00:00:00+05:30,6936.5,24799
2024-03-15 00:00:00+05:30,6949.5,24701
2024-03-18 00:00:00+05:30,6813.7998046875,25223
2024-03-19 00:00:00+05:30,6630.14990234375,21298
2024-03-20 00:00:00+05:30,6992.5498046875,47347
2024-03-21 00:00:00+05:30,6811.14990234375,24542
2024-03-22 00:00:00+05:30,6841.14990234375,43633
2024-03-26 00:00:00+05:30,6809.0,33663
2024-03-27 00:00:00+05:30,6870.7998046875,51898
2024-03-28 00:00:00+05:30,6782.5,10520
2024-04-01 00:00:00+05:30,6950.5,7166
2024-04-02 00:00:00+05:30,6896.0498046875,19357
2024-04-03 00:00:00+05:30,7626.0,157232
2024-04-04 00:00:00+05:30,7495.39990234375,29252
2024-04-05 00:00:00+05:30,7327.64990234375,29375
2024-04-08 00:00:00+05:30,7418.14990234375,18513
2024-04-09 00:00:00+05:30,7251.7001953125,11739
