Date,Close,Volume
2024-01-10 00:00:00+05:30,1352.25,30820
2024-01-11 00:00:00+05:30,1355.199951171875,43556
2024-01-12 00:00:00+05:30,1356.4000244140625,53850
2024-01-15 00:00:00+05:30,1359.5999755859375,67022
2024-01-16 00:00:00+05:30,1377.75,158047
2024-01-17 00:00:00+05:30,1378.800048828125,234430
2024-01-18 00:00:00+05:30,1380.800048828125,210708
2024-01-19 00:00:00+05:30,1355.800048828125,49220
2024-01-23 00:00:00+05:30,1308.449951171875,74075
2024-01-24 00:00:00+05:30,1339.75,42273
2024-01-25 00:00:00+05:30,1317.0,34337
2024-01-29 00:00:00+05:30,1333.0,80211
2024-01-30 00:00:00+05:30,1309.0999755859375,88534
2024-01-31 00:00:00+05:30,1348.6500244140625,83761
2024-02-01 00:00:00+05:30,1344.9000244140625,79112
2024-02-02 00:00:00+05:30,1346.800048828125,159213
2024-02-05 00:00:00+05:30,1354.5,71646
2024-02-06 00:00:00+05:30,1367.0999755859375,51434
2024-02-07 00:00:00+05:30,1373.5,57972
2024-02-08 00:00:00+05:30,1364.800048828125,45061
2024-02-09 00:00:00+05:30,1358.550048828125,50513
2024-02-12 00:00:00+05:30,1350.25,50466
2024-02-13 00:00:00+05:30,1342.75,46163
2024-02-14 00:00:00+05:30,1342.800048828125,20819
2024-02-15 00:00:00+05:30,1333.1500244140625,26499
2024-02-16 00:00:00+05:30,1331.449951171875,26287
2024-02-19 00:00:00+05:30,1331.199951171875,26162
2024-02-20 00:00:00+05:30,1286.699951171875,4640800
2024-02-21 00:00:00+05:30,1258.800048828125,684538
2024-02-22 00:00:00+05:30,1266.6500244140625,798655
2024-02-23 00:00:00+05:30,1277.6500244140625,857048
2024-02-26 00:00:00+05:30,1260.800048828125,215895
2024-02-27 00:00:00+05:30,1263.199951171875,1797871
2024-02-28 00:00:00+05:30,1285.0,404123
2024-02-29 00:00:00+05:30,1256.949951171875,190075
2024-03-01 00:00:00+05:30,1240.5999755859375,154635
2024-03-04 00:00:00+05:30,1243.1500244140625,121077
2024-03-05 00:00:00+05:30,1254.550048828125,203904
2024-03-06 00:00:00+05:30,1246.800048828125,108467
2024-03-07 00:00:00+05:30,1261.0999755859375,81773
2024-03-11 00:00:00+05:30,1259.0999755859375,150495
2024-03-12 00:00:00+05:30,1253.9000244140625,117190
2024-03-13 00:00:00+05:30,1259.5999755859375,391468
2024-03-14 00:00:00+05:30,1257.949951171875,87755
2024-03-15 00:00:00+05:30,1229.4000244140625,255580
2024-03-18 00:00:00+05:30,1262.6500244140625,133266
2024-03-19 00:00:00+05:30,1270.9000244140625,131632
2024-03-20 00:00:00+05:30,1261.300048828125,147330
2024-03-21 00:00:00+05:30,1254.75,86229
2024-03-22 00:00:00+05:30,1237.449951171875,116366
2024-03-26 00:00:00+05:30,1222.699951171875,142003
2024-03-27 00:00:00+05:30,1225.0999755859375,242116
2024-03-28 00:00:00+05:30,1221.449951171875,99525
2024-04-01 00:00:00+05:30,1251.25,71364
2024-04-02 00:00:00+05:30,1277.800048828125,151388
2024-04-03 00:00:00+05:30,1343.0,311311
2024-04-04 00:00:00+05:30,1337.6500244140625,197123
2024-04-05 00:00:00+05:30,1354.25,155784
2024-04-08 00:00:00+05:30,1412.3499755859375,431505
2024-04-09 00:00:00+05:30,1399.550048828125,128220
