Date,Close,Volume
2024-01-10 00:00:00+05:30,1674.1490478515625,92824
2024-01-11 00:00:00+05:30,1654.61376953125,45734
2024-01-12 00:00:00+05:30,1679.082763671875,74770
2024-01-15 00:00:00+05:30,1652.470947265625,322607
2024-01-16 00:00:00+05:30,1653.4178466796875,99833
2024-01-17 00:00:00+05:30,1638.3677978515625,91568
2024-01-18 00:00:00+05:30,1589.72900390625,124953
2024-01-19 00:00:00+05:30,1611.8057861328125,75105
2024-01-23 00:00:00+05:30,1652.7200927734375,133259
2024-01-24 00:00:00+05:30,1688.2025146484375,174394
2024-01-25 00:00:00+05:30,1689.8968505859375,97074
2024-01-29 00:00:00+05:30,1689.298828125,204542
2024-01-30 00:00:00+05:30,1645.6435546875,58827
2024-01-31 00:00:00+05:30,1678.385009765625,70895
2024-02-01 00:00:00+05:30,1679.7803955078125,27674
2024-02-02 00:00:00+05:30,1682.7705078125,65040
2024-02-05 00:00:00+05:30,1702.7542724609375,117851
2024-02-06 00:00:00+05:30,1719.548583984375,163384
2024-02-07 00:00:00+05:30,1794.0015869140625,2167286
2024-02-08 00:00:00+05:30,1759.366455078125,191133
2024-02-09 00:00:00+05:30,1720.046875,153180
2024-02-12 00:00:00+05:30,1675.095947265625,90320
2024-02-13 00:00:00+05:30,1659.0989990234375,124610
2024-02-14 00:00:00+05:30,1670.4613037109375,65058
2024-02-15 00:00:00+05:30,1658.800048828125,45132
2024-02-16 00:00:00+05:30,1655.1500244140625,159345
2024-02-19 00:00:00+05:30,1653.75,100626
2024-02-20 00:00:00+05:30,1648.949951171875,123190
2024-02-21 00:00:00+05:30,1673.25,141062
2024-02-22 00:00:00+05:30,1656.8499755859375,60171
2024-02-23 00:00:00+05:30,1646.25,89909
2024-02-26 00:00:00+05:30,1647.300048828125,92616
2024-02-27 00:00:00+05:30,1643.800048828125,57405
2024-02-28 00:00:00+05:30,1600.199951171875,188054
2024-02-29 00:00:00+05:30,1561.8499755859375,923411
2024-03-01 00:00:00+05:30,1531.4000244140625,112417
2024-03-04 00:00:00+05:30,1567.449951171875,134257
2024-03-05 00:00:00+05:30,1568.75,83176
2024-03-06 00:00:00+05:30,1587.1500244140625,183733
2024-03-07 00:00:00+05:30,1588.0,43586
2024-03-11 00:00:00+05:30,1574.4000244140625,66409
2024-03-12 00:00:00+05:30,1583.300048828125,301624
2024-03-13 00:00:00+05:30,1551.550048828125,160222
2024-03-14 00:00:00+05:30,1549.300048828125,82299
2024-03-15 00:00:00+05:30,1550.050048828125,74312
2024-03-18 00:00:00+05:30,1611.0,148866
2024-03-19 00:00:00+05:30,1584.9000244140625,191737
2024-03-20 00:00:00+05:30,1587.0999755859375,180707
2024-03-21 00:00:00+05:30,1619.199951171875,169047
2024-03-22 00:00:00+05:30,1624.699951171875,75585
2024-03-26 00:00:00+05:30,1616.0,165067
2024-03-27 00:00:00+05:30,1642.9000244140625,239628
2024-03-28 00:00:00+05:30,1650.4000244140625,147335
2024-04-01 00:00:00+05:30,1695.550048828125,95372
2024-04-02 00:00:00+05:30,1674.699951171875,70428
2024-04-03 00:00:00+05:30,1684.300048828125,42891
2024-04-04 00:00:00+05:30,1703.050048828125,99335
2024-04-05 00:00:00+05:30,1716.300048828125,151310
2024-04-08 00:00:00+05:30,1709.3499755859375,56961
2024-04-09 00:00:00+05:30,1729.5999755859375,439986
