Date,Close,Volume
2024-01-10 00:00:00+05:30,1630.5733642578125,82125
2024-01-11 00:00:00+05:30,1642.6005859375,117672
2024-01-12 00:00:00+05:30,1645.5450439453125,169217
2024-01-15 00:00:00+05:30,1645.5450439453125,0
2024-01-16 00:00:00+05:30,1649.238037109375,147804
2024-01-17 00:00:00+05:30,1621.83984375,104248
2024-01-18 00:00:00+05:30,1591.147705078125,113969
2024-01-19 00:00:00+05:30,1613.755126953125,87142
2024-01-23 00:00:00+05:30,1620.5921630859375,120466
2024-01-24 00:00:00+05:30,1562.35205078125,711423
2024-01-25 00:00:00+05:30,1572.5328369140625,163839
2024-01-29 00:00:00+05:30,1567.19287109375,458266
2024-01-30 00:00:00+05:30,1568.83984375,94838
2024-01-31 00:00:00+05:30,1589.9000244140625,249915
2024-02-01 00:00:00+05:30,1579.199951171875,56377
2024-02-02 00:00:00+05:30,1582.25,90973
2024-02-05 00:00:00+05:30,1577.25,108598
2024-02-06 00:00:00+05:30,1602.8499755859375,164673
2024-02-07 00:00:00+05:30,1613.800048828125,123469
2024-02-08 00:00:00+05:30,1613.75,127431
2024-02-09 00:00:00+05:30,1596.8499755859375,77671
2024-02-12 00:00:00+05:30,1595.5999755859375,88947
2024-02-13 00:00:00+05:30,1591.8499755859375,75619
2024-02-14 00:00:00+05:30,1587.050048828125,71937
2024-02-15 00:00:00+05:30,1602.550048828125,65244
2024-02-16 00:00:00+05:30,1600.800048828125,104335
2024-02-19 00:00:00+05:30,1612.25,94802
2024-02-20 00:00:00+05:30,1621.75,379761
2024-02-21 00:00:00+05:30,1596.1500244140625,217435
2024-02-22 00:00:00+05:30,1606.699951171875,147586
2024-02-23 00:00:00+05:30,1600.1500244140625,495792
2024-02-26 00:00:00+05:30,1597.0,455451
2024-02-27 00:00:00+05:30,1597.199951171875,362684
2024-02-28 00:00:00+05:30,1599.800048828125,94446
2024-02-29 00:00:00+05:30,1595.050048828125,123359
2024-03-01 00:00:00+05:30,1594.300048828125,95023
2024-03-04 00:00:00+05:30,1581.300048828125,219545
2024-03-05 00:00:00+05:30,1588.699951171875,83019
2024-03-06 00:00:00+05:30,1591.25,81877
2024-03-07 00:00:00+05:30,1585.25,42569
2024-03-11 00:00:00+05:30,1578.25,165337
2024-03-12 00:00:00+05:30,1576.8499755859375,193183
2024-03-13 00:00:00+05:30,1569.449951171875,234366
2024-03-14 00:00:00+05:30,1557.800048828125,461509
2024-03-18 00:00:00+05:30,1584.199951171875,176074
2024-03-19 00:00:00+05:30,1578.75,150696
2024-03-20 00:00:00+05:30,1610.9000244140625,594736
2024-03-21 00:00:00+05:30,1603.449951171875,936416
2024-03-22 00:00:00+05:30,1600.550048828125,265822
2024-03-26 00:00:00+05:30,1600.5,183443
2024-03-27 00:00:00+05:30,1600.449951171875,174559
2024-03-28 00:00:00+05:30,1602.25,165818
2024-04-01 00:00:00+05:30,1616.6500244140625,92534
2024-04-02 00:00:00+05:30,1617.75,93823
2024-04-03 00:00:00+05:30,1616.8499755859375,70053
2024-04-04 00:00:00+05:30,1617.949951171875,120594
2024-04-05 00:00:00+05:30,1612.699951171875,169277
2024-04-08 00:00:00+05:30,1612.9000244140625,166163
2024-04-09 00:00:00+05:30,1612.5,710926
